73433802360;73433802369;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433802370;73433802379;НЛМК-Информационные технологии;NLMK-Informatsionnye tekhnologii;
73433802380;73433802619;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433802620;73433802639;ИНСИС;INSIS;
73433802640;73433802729;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433802730;73433802769;ИНСИС;INSIS;
73433802770;73433802999;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433803000;73433803499;Национальные мультисервисные сети;Natsionalnye multiservisnye seti;
73433803500;73433803679;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433803680;73433803699;ИНСИС;INSIS;
73433803700;73433804169;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433804170;73433804199;ИНСИС;INSIS;
73433804200;73433804979;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433804980;73433804989;ИНСИС;INSIS;
73433804990;73433804999;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433805000;73433805199;Региональная телефонная компания;Regionalnaya telefonnaya kompaniya;
73433805200;73433805269;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433805270;73433805299;ИНСИС;INSIS;
73433805300;73433805359;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433805360;73433805399;ИНСИС;INSIS;
73433805400;73433809999;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433810000;73433819999;МегаФон;MegaFon;
73433820000;73433820205;Научно-технический центр ИНТЕК;Nauchno-tekhnicheskii tsentr INTEK;
73433820206;73433820209;Уральское Ведомство Электронных Сообщений;Uralskoe Vedomstvo Elektronnykh Soobshchenii;
73433820210;73433820219;КОННЭКТ;KONNEKT;
73433820220;73433820255;Уральское Ведомство Электронных Сообщений;Uralskoe Vedomstvo Elektronnykh Soobshchenii;
73433820256;73433820999;Научно-технический центр ИНТЕК;Nauchno-tekhnicheskii tsentr INTEK;
73433821000;73433830999;МегаФон;MegaFon;
73433831000;73433831999;ПРЕСТИЖ-ИНТЕРНЕТ;PRESTIZh-INTERNET;
73433832000;73433832499;Уральский электромеханический завод;Uralskii elektromekhanicheskii zavod;
73433832500;73433832999;МегаФон;MegaFon;
73433833000;73433833079;Уральское Ведомство Электронных Сообщений;Uralskoe Vedomstvo Elektronnykh Soobshchenii;
73433833080;73433833099;КОННЭКТ;KONNEKT;
73433833100;73433833199;Научно-технический центр ИНТЕК;Nauchno-tekhnicheskii tsentr INTEK;
73433833200;73433833699;МегаФон;MegaFon;
73433834000;73433834999;Научно-технический центр ИНТЕК;Nauchno-tekhnicheskii tsentr INTEK;
73433835000;73433835999;МегаФон;MegaFon;
73433836000;73433836499;ПРЕСТИЖ-ИНТЕРНЕТ;PRESTIZh-INTERNET;
73433836700;73433836899;Ростелеком;Rostelekom;
73433837400;73433837599;Научно-исследовательский институт металлургической теплотехники;Nauchno-issledovatelskii institut metallurgicheskoi teplotekhniki;
73433838200;73433838499;Радиотелефон;Radiotelefon;
73433838700;73433838899;Пневмостроймашина;Pnevmostroimashina;
73433838900;73433838999;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433839100;73433839299;Территориальная генерирующая компания №9;Territorialnaya generiruyushchaya kompaniya №9;
73433839300;73433839399;Территориальная генерирующая компания №9;Territorialnaya generiruyushchaya kompaniya №9;
73433839600;73433839699;Территориальная генерирующая компания №9;Territorialnaya generiruyushchaya kompaniya №9;
73433839800;73433839899;Территориальная генерирующая компания №9;Territorialnaya generiruyushchaya kompaniya №9;
73433840000;73433840999;Телфис;Telfis;
73433841000;73433843999;МегаФон;MegaFon;
73433844000;73433844999;Телфис;Telfis;
73433845000;73433845499;МегаФон;MegaFon;
73433845500;73433845799;Квантум;Kvantum;
73433845800;73433846999;МегаФон;MegaFon;
73433847000;73433847999;Телфис;Telfis;
73433848000;73433848599;Телфис;Telfis;
73433848600;73433848999;Телфис;Telfis;
73433849000;73433849999;МегаФон;MegaFon;
73433850000;73433852999;Сеть цифровых каналов;Set tsifrovykh kanalov;
73433853000;73433854999;Система;Sistema;
73433855000;73433855499;ФОННЕТ;FONNET;
73433855500;73433855599;Гамма Телеком;Gamma Telekom;
73433856500;73433858499;Комтехцентр;Komtekhtsentr;
73433858500;73433859999;Комтехцентр;Komtekhtsentr;
73433860000;73433861599;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433861600;73433862099;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433862100;73433879999;Урал-ТрансТелеКом;Ural-TransTeleKom;
73433880000;73433889999;Ростелеком;Rostelekom;
73433890000;73433898099;К Телеком;K Telekom;
73433898100;73433898599;ФОННЕТ;FONNET;
73433898600;73433899999;К Телеком;K Telekom;
73433900000;73433909999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73433910000;73433919999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73433920000;73433929999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73433930000;73433939999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73433940000;73433949999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73433950000;73433959999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73433960000;73433969999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73433970000;73433979999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73433980000;73433989999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73433990000;73433999999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434121000;73434125999;Ростелеком;Rostelekom;
73434131000;73434131999;К Телеком;K Telekom;
73434133000;73434133199;ЕВРАЗ Качканарский горно-обогатительный комбинат;EVRAZ Kachkanarskii gorno-obogatitelnyi kombinat;
73434133300;73434133371;ЕВРАЗ Качканарский горно-обогатительный комбинат;EVRAZ Kachkanarskii gorno-obogatitelnyi kombinat;
73434133400;73434133471;ЕВРАЗ Качканарский горно-обогатительный комбинат;EVRAZ Kachkanarskii gorno-obogatitelnyi kombinat;
73434141000;73434141899;ЕВРАЗ Качканарский горно-обогатительный комбинат;EVRAZ Kachkanarskii gorno-obogatitelnyi kombinat;
73434147300;73434147799;ЕВРАЗ Качканарский горно-обогатительный комбинат;EVRAZ Kachkanarskii gorno-obogatitelnyi kombinat;
73434147800;73434147959;ЕВРАЗ Качканарский горно-обогатительный комбинат;EVRAZ Kachkanarskii gorno-obogatitelnyi kombinat;
73434147960;73434147969;РТ-Мобайл;RT-Mobail;
73434149100;73434149999;ЕВРАЗ Качканарский горно-обогатительный комбинат;EVRAZ Kachkanarskii gorno-obogatitelnyi kombinat;
73434160000;73434163999;Ростелеком;Rostelekom;
73434164000;73434164999;ЕВРАЗ Качканарский горно-обогатительный комбинат;EVRAZ Kachkanarskii gorno-obogatitelnyi kombinat;
73434165000;73434169199;Ростелеком;Rostelekom;
73434169400;73434169999;Ростелеком;Rostelekom;
73434220000;73434223999;Ростелеком;Rostelekom;
73434224000;73434224999;Ростелеком;Rostelekom;
73434225000;73434225299;Ростелеком;Rostelekom;
73434225300;73434225999;Ростелеком;Rostelekom;
73434226000;73434226287;Ростелеком;Rostelekom;
73434226288;73434226399;Ростелеком;Rostelekom;
73434226400;73434226687;Ростелеком;Rostelekom;
73434226688;73434226999;Ростелеком;Rostelekom;
73434227000;73434227623;Ростелеком;Rostelekom;
73434227624;73434228007;Ростелеком;Rostelekom;
73434228008;73434228999;К Телеком;K Telekom;
73434229000;73434229415;Ростелеком;Rostelekom;
73434229416;73434229543;Ростелеком;Rostelekom;
73434229544;73434229639;Ростелеком;Rostelekom;
73434229640;73434229749;Ростелеком;Rostelekom;
73434229750;73434229999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434230000;73434239499;Комбинат Электрохимприбор;Kombinat Elektrokhimpribor;
73434239500;73434239999;ЕКАТЕРИНБУРГ-2000;EKATERINBURG-2000;
73434240000;73434249999;Сити-Телеком,;Siti-Telekom,;
73434250000;73434255499;Комбинат Электрохимприбор;Kombinat Elektrokhimpribor;
73434255500;73434255599;К Телеком;K Telekom;
73434255600;73434259999;Комбинат Электрохимприбор;Kombinat Elektrokhimpribor;
73434260000;73434269999;Сити-Телеком,;Siti-Telekom,;
73434270000;73434279999;ИнТ;InT;
73434290000;73434290999;Межрегиональный ТранзитТелеком;Mezhregionalnyi TranzitTelekom;
73434291000;73434291999;Ростелеком;Rostelekom;
73434292000;73434292099;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434292100;73434292899;Территориальная генерирующая компания №9;Territorialnaya generiruyushchaya kompaniya №9;
73434292900;73434293099;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434293100;73434293699;Ростелеком;Rostelekom;
73434293700;73434294099;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434294100;73434294149;Газпром трансгаз Югорск;Gazprom transgaz Yugorsk;
73434294150;73434294449;Газпром трансгаз Югорск;Gazprom transgaz Yugorsk;
73434294450;73434294499;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434294500;73434294999;Ростелеком;Rostelekom;
73434295000;73434295999;Ростелеком;Rostelekom;
73434296000;73434296199;Газпром трансгаз Югорск;Gazprom transgaz Yugorsk;
73434296200;73434296299;Связь объектов транспорта и добычи нефти;Svyaz obektov transporta i dobychi nefti;
73434296300;73434296309;Ростелеком;Rostelekom;
73434296310;73434296352;Ростелеком;Rostelekom;
73434296353;73434296399;Ростелеком;Rostelekom;
73434296400;73434297099;Ростелеком;Rostelekom;
73434297100;73434297149;Газпром трансгаз Югорск;Gazprom transgaz Yugorsk;
73434297150;73434297199;Газпром трансгаз Югорск;Gazprom transgaz Yugorsk;
73434297200;73434297499;Газпром трансгаз Югорск;Gazprom transgaz Yugorsk;
73434297500;73434297999;Ростелеком;Rostelekom;
73434298000;73434298999;Ростелеком;Rostelekom;
73434299000;73434299999;Ростелеком;Rostelekom;
73434320000;73434326999;Ростелеком;Rostelekom;
73434327000;73434327599;УГМК-Телеком;UGMK-Telekom;
73434327600;73434327899;Ростелеком;Rostelekom;
73434327900;73434327999;УГМК-Телеком;UGMK-Telekom;
73434328000;73434328599;Ростелеком;Rostelekom;
73434328600;73434328899;УГМК-Телеком;UGMK-Telekom;
73434328900;73434329999;Ростелеком;Rostelekom;
73434330000;73434330999;УГМК-Телеком;UGMK-Telekom;
73434331000;73434331009;РТ-Мобайл;RT-Mobail;
73434331100;73434331599;К Телеком;K Telekom;
73434424000;73434428159;Ростелеком;Rostelekom;
73434428160;73434428287;Ростелеком;Rostelekom;
73434428288;73434428349;Ростелеком;Rostelekom;
73434428350;73434428499;Ростелеком;Rostelekom;
73434428500;73434428599;Ростелеком;Rostelekom;
73434428600;73434428799;Ростелеком;Rostelekom;
73434432000;73434433399;Ростелеком;Rostelekom;
73434433400;73434433535;Ростелеком;Rostelekom;
73434433536;73434433545;РТ-Мобайл;RT-Mobail;
73434440000;73434442999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434444000;73434444999;К Телеком;K Telekom;
73434446000;73434448047;К Телеком;K Telekom;
73434452000;73434454047;Ростелеком;Rostelekom;
73434462200;73434463099;Рудсвязь;Rudsvyaz;
73434463200;73434463999;Рудсвязь;Rudsvyaz;
73434464400;73434464499;К Телеком;K Telekom;
73434464500;73434467499;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434475000;73434475999;Кушвинский завод прокатных валков;Kushvinskii zavod prokatnykh valkov;
73434491100;73434491499;Российские железные дороги;Rossiiskie zheleznye dorogi;
73434491600;73434491699;Российские железные дороги;Rossiiskie zheleznye dorogi;
73434491800;73434491875;Российские железные дороги;Rossiiskie zheleznye dorogi;
73434520000;73434525599;Ростелеком;Rostelekom;
73434530000;73434532559;Ростелеком;Rostelekom;
73434532560;73434532611;Ростелеком;Rostelekom;
73434532612;73434532639;Ростелеком;Rostelekom;
73434532640;73434532699;Ростелеком;Rostelekom;
73434532700;73434532999;Ростелеком;Rostelekom;
73434533000;73434533047;Ростелеком;Rostelekom;
73434533048;73434533751;Ростелеком;Rostelekom;
73434533752;73434534999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434535000;73434535099;Ростелеком;Rostelekom;
73434535100;73434535509;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434535510;73434535559;Ростелеком;Rostelekom;
73434535560;73434535599;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434535600;73434535609;Ростелеком;Rostelekom;
73434535610;73434535659;Ростелеком;Rostelekom;
73434535660;73434535799;Ростелеком;Rostelekom;
73434535800;73434535999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434536000;73434536011;Научно-исследовательский институт машиностроения;Nauchno-issledovatelskii institut mashinostroeniya;
73434536012;73434536013;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434536014;73434536023;РТ-Мобайл;RT-Mobail;
73434536100;73434536999;Научно-исследовательский институт машиностроения;Nauchno-issledovatelskii institut mashinostroeniya;
73434537000;73434537999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434538000;73434538999;ЕВРАЗ Нижнетагильский металлургический комбинат;EVRAZ Nizhnetagilskii metallurgicheskii kombinat;
73434539000;73434539099;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434539100;73434539599;ЕВРАЗ Нижнетагильский металлургический комбинат;EVRAZ Nizhnetagilskii metallurgicheskii kombinat;
73434540000;73434540099;Ростелеком;Rostelekom;
73434541400;73434541499;Ростелеком;Rostelekom;
73434541500;73434541691;Ростелеком;Rostelekom;
73434541692;73434541701;РТ-Мобайл;RT-Mobail;
73434542311;73434542374;Ростелеком;Rostelekom;
73434542510;73434542559;Ростелеком;Rostelekom;
73434543700;73434543799;Ростелеком;Rostelekom;
73434544000;73434545299;Ростелеком;Rostelekom;
73434545400;73434545499;К Телеком;K Telekom;
73434546311;73434546342;Ростелеком;Rostelekom;
73434547000;73434547199;Ростелеком;Rostelekom;
73434547200;73434547399;Ростелеком;Rostelekom;
73434547400;73434547499;Ростелеком;Rostelekom;
73434547600;73434547899;Ростелеком;Rostelekom;
73434548000;73434548199;ИМПУЛЬС;IMPULS;
73434550000;73434555238;Ростелеком;Rostelekom;
73434555239;73434555719;Ростелеком;Rostelekom;
73434555720;73434557439;Ростелеком;Rostelekom;
73434557440;73434557631;Ростелеком;Rostelekom;
73434557632;73434557663;Ростелеком;Rostelekom;
73434558000;73434558999;ИМПУЛЬС;IMPULS;
73434559000;73434559299;ЕКАТЕРИНБУРГ-2000;EKATERINBURG-2000;
73434560000;73434564999;Ростелеком;Rostelekom;
73434565000;73434565499;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434565500;73434567999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73434620000;73434629999;Ростелеком;Rostelekom;
73434630000;73434636599;Ростелеком;Rostelekom;
73434636800;73434639999;Ростелеком;Rostelekom;
73434640300;73434640499;Ростелеком;Rostelekom;
73434644000;73434644999;К Телеком;K Telekom;
73434646000;73434646199;Ростелеком;Rostelekom;
73434646500;73434646799;Ростелеком;Rostelekom;
73434647000;73434647999;Ростелеком;Rostelekom;
73434648000;73434648099;Ростелеком;Rostelekom;
73434648100;73434648399;Ростелеком;Rostelekom;
73434648400;73434648409;РТ-Мобайл;RT-Mobail;
73434648410;73434648459;Ростелеком;Rostelekom;
73434648500;73434648699;Ростелеком;Rostelekom;
73434648700;73434648799;Ростелеком;Rostelekom;
73434648800;73434648999;Ростелеком;Rostelekom;
73434660000;73434660999;MyBOX;MyBOX;
73434661000;73434664999;Урал-ТрансТелеКом;Ural-TransTeleKom;
73434670100;73434670399;Ростелеком;Rostelekom;
73434670500;73434670509;Ростелеком;Rostelekom;
73434670510;73434670559;Ростелеком;Rostelekom;
73434670560;73434670599;Ростелеком;Rostelekom;
73434670600;73434670899;Ростелеком;Rostelekom;
73434670938;73434670959;Ростелеком;Rostelekom;
73434671100;73434671299;Ростелеком;Rostelekom;
73434671300;73434671319;Ростелеком;Rostelekom;
73434671400;73434671599;Ростелеком;Rostelekom;
73434671700;73434671709;Ростелеком;Rostelekom;
73434671710;73434671759;Ростелеком;Rostelekom;
73434671760;73434671799;Ростелеком;Rostelekom;
73434671800;73434671899;Ростелеком;Rostelekom;
73434673110;73434673159;Ростелеком;Rostelekom;
73434673200;73434673299;Ростелеком;Rostelekom;
73434673300;73434673499;Ростелеком;Rostelekom;
73434673500;73434673699;Ростелеком;Rostelekom;
73434673700;73434673899;Ростелеком;Rostelekom;
73434673910;73434673959;Ростелеком;Rostelekom;
73434674300;73434674399;Ростелеком;Rostelekom;
73434674500;73434674699;Ростелеком;Rostelekom;
73434674800;73434674809;Ростелеком;Rostelekom;
73434674810;73434674859;Ростелеком;Rostelekom;
73434674860;73434674899;Ростелеком;Rostelekom;
73434675100;73434675199;Ростелеком;Rostelekom;
73434675210;73434675259;Ростелеком;Rostelekom;
73434675300;73434675499;Ростелеком;Rostelekom;
73434675500;73434675699;Ростелеком;Rostelekom;
73434675910;73434675959;Ростелеком;Rostelekom;
73434676100;73434676799;Ростелеком;Rostelekom;
73434677100;73434677227;Ростелеком;Rostelekom;
73434677610;73434677659;Ростелеком;Rostelekom;
73434678400;73434678499;Ростелеком;Rostelekom;
73434678500;73434678599;Ростелеком;Rostelekom;
73434678600;73434678699;Ростелеком;Rostelekom;
73434678700;73434678999;Ростелеком;Rostelekom;
73434679100;73434679199;Ростелеком;Rostelekom;
73434679310;73434679359;Ростелеком;Rostelekom;
73434679400;73434679499;Ростелеком;Rostelekom;
73434679700;73434679799;Ростелеком;Rostelekom;
73434679810;73434679859;Ростелеком;Rostelekom;
73434694400;73434694527;Ростелеком;Rostelekom;
73434695100;73434695419;Ростелеком;Rostelekom;
73434696100;73434696599;Российские железные дороги;Rossiiskie zheleznye dorogi;
73434697000;73434697499;ФАНКОМ;FANKOM;
73434721000;73434721575;Ростелеком;Rostelekom;
73434721576;73434721699;Ростелеком;Rostelekom;
73434721700;73434721799;Ростелеком;Rostelekom;
73434723110;73434723159;Ростелеком;Rostelekom;
73434724100;73434724199;Ростелеком;Rostelekom;
73434725100;73434725109;Ростелеком;Rostelekom;
73434725110;73434725159;Ростелеком;Rostelekom;
73434725160;73434725199;Ростелеком;Rostelekom;
73434726110;73434726159;Ростелеком;Rostelekom;
73434726160;73434726160;Ростелеком;Rostelekom;
73434727110;73434727159;Ростелеком;Rostelekom;
73434727160;73434727160;Ростелеком;Rostelekom;
73434728100;73434728109;Ростелеком;Rostelekom;
73434728110;73434728159;Ростелеком;Rostelekom;
73434728160;73434728199;Ростелеком;Rostelekom;
73434800000;73434809999;Уpалтел;Upaltel;
73434920000;73434920099;Ростелеком;Rostelekom;
73434920100;73434920199;Ростелеком;Rostelekom;
73434921000;73434924999;Ростелеком;Rostelekom;
73434925200;73434925599;Российские железные дороги;Rossiiskie zheleznye dorogi;
73434926100;73434926199;Ростелеком;Rostelekom;
73434927100;73434927611;Ростелеком;Rostelekom;
73434927612;73434927820;Ростелеком;Rostelekom;
73434927821;73434927899;Ростелеком;Rostelekom;
73434927900;73434927963;Ростелеком;Rostelekom;
73434931100;73434931299;Ростелеком;Rostelekom;
73434932100;73434932299;Ростелеком;Rostelekom;
73434934000;73434934099;ЕКАТЕРИНБУРГ-2000;EKATERINBURG-2000;
73434938110;73434938159;Ростелеком;Rostelekom;
73434941100;73434941199;Ростелеком;Rostelekom;
73434942100;73434942299;Ростелеком;Rostelekom;
73434943100;73434943199;Ростелеком;Rostelekom;
73434943200;73434943209;РТ-Мобайл;RT-Mobail;
73434943210;73434943259;Ростелеком;Rostelekom;
73434944100;73434944299;Ростелеком;Rostelekom;
73434945100;73434945199;Ростелеком;Rostelekom;
73434946110;73434946159;Ростелеком;Rostelekom;
73434947100;73434947149;Ростелеком;Rostelekom;
73434947150;73434947159;Ростелеком;Rostelekom;
73434948100;73434948199;Ростелеком;Rostelekom;
73434949100;73434949199;Ростелеком;Rostelekom;
73434949200;73434949227;Ростелеком;Rostelekom;
73434952100;73434952299;Ростелеком;Rostelekom;
73434962100;73434962299;Ростелеком;Rostelekom;
73435020000;73435025827;Ростелеком;Rostelekom;
73435025828;73435025837;РТ-Мобайл;RT-Mobail;
73435026000;73435026999;Ростелеком;Rostelekom;
73435028100;73435028299;Ростелеком;Rostelekom;
73435028400;73435028599;Ростелеком;Rostelekom;
73435029100;73435029419;Ростелеком;Rostelekom;
73435031000;73435036047;Северский трубный завод;Severskii trubnyi zavod;
73435036048;73435036099;Северский трубный завод;Severskii trubnyi zavod;
73435036100;73435036147;Северский трубный завод;Severskii trubnyi zavod;
73435036148;73435036199;Северский трубный завод;Severskii trubnyi zavod;
73435036200;73435036223;Северский трубный завод;Severskii trubnyi zavod;
73435036224;73435037999;Северский трубный завод;Severskii trubnyi zavod;
73435040000;73435045999;Ростелеком;Rostelekom;
73435047200;73435049999;Ростелеком;Rostelekom;
73435050000;73435059999;Ростелеком;Rostelekom;
73435060200;73435060999;ЕКАТЕРИНБУРГ-2000;EKATERINBURG-2000;
73435061000;73435063999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435071000;73435072199;Ростелеком;Rostelekom;
73435091500;73435091699;Ростелеком;Rostelekom;
73435092300;73435092399;Ростелеком;Rostelekom;
73435092600;73435092699;Ростелеком;Rostelekom;
73435093100;73435093299;Ростелеком;Rostelekom;
73435200000;73435209999;ЕКАТЕРИНБУРГ-2000;EKATERINBURG-2000;
73435210000;73435210999;MyBOX;MyBOX;
73435211000;73435215999;МегаФон;MegaFon;
73435216000;73435216999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435217000;73435217199;ПРЕСТИЖ-ИНТЕРНЕТ;PRESTIZh-INTERNET;
73435217200;73435217499;ИНСИС;INSIS;
73435219000;73435219999;Комтехцентр;Komtekhtsentr;
73435230000;73435230999;Тагнет;Tagnet;
73435231000;73435231999;КОМСТАР-Регионы;KOMSTAR-Regiony;
73435239900;73435239999;Ростелеком;Rostelekom;
73435240000;73435249999;Ростелеком;Rostelekom;
73435250000;73435259999;Ростелеком;Rostelekom;
73435290000;73435290999;Ростелеком;Rostelekom;
73435291000;73435291999;Нижнетагильский институт испытания металлов;Nizhnetagilskii institut ispytaniya metallov;
73435292000;73435292999;ЕВРАЗ Нижнетагильский металлургический комбинат;EVRAZ Nizhnetagilskii metallurgicheskii kombinat;
73435293000;73435295999;Ростелеком;Rostelekom;
73435296000;73435297999;Российские железные дороги;Rossiiskie zheleznye dorogi;
73435298000;73435298499;Ростелеком;Rostelekom;
73435298500;73435298899;Российские железные дороги;Rossiiskie zheleznye dorogi;
73435298900;73435298999;ЕВРАЗ Нижнетагильский металлургический комбинат;EVRAZ Nizhnetagilskii metallurgicheskii kombinat;
73435299000;73435299099;КОМСТАР-Регионы;KOMSTAR-Regiony;
73435299100;73435299299;Ростелеком;Rostelekom;
73435299300;73435299399;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435299400;73435299499;КОМСТАР-Регионы;KOMSTAR-Regiony;
73435299500;73435299699;Ростелеком;Rostelekom;
73435299700;73435299899;ЕВРАЗ Нижнетагильский металлургический комбинат;EVRAZ Nizhnetagilskii metallurgicheskii kombinat;
73435299900;73435299999;Ростелеком;Rostelekom;
73435310000;73435319999;Ростелеком;Rostelekom;
73435320000;73435329999;Ростелеком;Rostelekom;
73435330000;73435339999;Ростелеком;Rostelekom;
73435340000;73435340999;Форатек Коммуникейшн;Foratek Kommunikeishn;
73435341000;73435343499;ЕКАТЕРИНБУРГ-2000;EKATERINBURG-2000;
73435343500;73435343999;Ростелеком;Rostelekom;
73435344000;73435345999;Научно-производственная корпорация Уралвагонзавод имени Ф.Э.Дзержинского;Nauchno-proizvodstvennaya korporatsiya Uralvagonzavod imeni F.E.Dzerzhinskogo;
73435346000;73435346999;Ростелеком;Rostelekom;
73435347000;73435347999;Ростелеком;Rostelekom;
73435348000;73435348999;Ростелеком;Rostelekom;
73435349000;73435349999;Ростелеком;Rostelekom;
73435350000;73435359999;Ростелеком;Rostelekom;
73435360000;73435369999;Ростелеком;Rostelekom;
73435370000;73435370999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435371000;73435371999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435372000;73435372999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435373000;73435373999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435374000;73435374999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435375000;73435375999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435376000;73435376999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435377000;73435377999;Тагил Телеком;Tagil Telekom;
73435378000;73435378099;ИНСИС;INSIS;
73435378100;73435378299;Комтехцентр;Komtekhtsentr;
73435378300;73435378799;Конвекс-Тагил-Север;Konveks-Tagil-Sever;
73435379000;73435379499;Конвекс-Тагил-Центр;Konveks-Tagil-Tsentr;
73435379500;73435379999;Конвекс-Тагил-Юг;Konveks-Tagil-Yug;
73435380000;73435380999;Научно-производственная корпорация Уралвагонзавод имени Ф.Э.Дзержинского;Nauchno-proizvodstvennaya korporatsiya Uralvagonzavod imeni F.E.Dzerzhinskogo;
73435384100;73435384399;Химический завод Планта;Khimicheskii zavod Planta;
73435384400;73435384699;Комтехцентр;Komtekhtsentr;
73435384700;73435384999;Химический завод Планта;Khimicheskii zavod Planta;
73435385000;73435389999;Урал-ТрансТелеКом;Ural-TransTeleKom;
73435400000;73435409999;Ростелеком;Rostelekom;
73435410000;73435418769;Ростелеком;Rostelekom;
73435418770;73435418777;Тагил Телеком;Tagil Telekom;
73435418778;73435419110;Ростелеком;Rostelekom;
73435419111;73435419111;Тагил Телеком;Tagil Telekom;
73435419112;73435419999;Ростелеком;Rostelekom;
73435420000;73435429999;Ростелеком;Rostelekom;
73435430000;73435439999;Ростелеком;Rostelekom;
73435440000;73435449999;Ростелеком;Rostelekom;
73435450000;73435459999;Ростелеком;Rostelekom;
73435460000;73435469999;ЕКАТЕРИНБУРГ-2000;EKATERINBURG-2000;
73435470000;73435470999;НЕОН;NEON;
73435471000;73435471999;Ростелеком;Rostelekom;
73435474000;73435474511;НЕОН;NEON;
73435474512;73435474521;РТ-Мобайл;RT-Mobail;
73435475000;73435475099;Ростелеком;Rostelekom;
73435475100;73435475399;Нижнетагильский институт испытания металлов;Nizhnetagilskii institut ispytaniya metallov;
73435475400;73435475899;Ростелеком;Rostelekom;
73435475900;73435475999;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435476000;73435476999;Связь-Сервис;Svyaz-Servis;
73435477000;73435479999;Ростелеком;Rostelekom;
73435480000;73435489999;Ростелеком;Rostelekom;
73435490000;73435491999;ЕВРАЗ Нижнетагильский металлургический комбинат;EVRAZ Nizhnetagilskii metallurgicheskii kombinat;
73435492000;73435492999;Российские железные дороги;Rossiiskie zheleznye dorogi;
73435493000;73435493999;Ростелеком;Rostelekom;
73435494000;73435494999;Российские железные дороги;Rossiiskie zheleznye dorogi;
73435495000;73435495499;Высокогорский горно-обогатительный комбинат;Vysokogorskii gorno-obogatitelnyi kombinat;
73435495500;73435495599;Высокогорский горно-обогатительный комбинат;Vysokogorskii gorno-obogatitelnyi kombinat;
73435495600;73435495699;Связь-Сервис;Svyaz-Servis;
73435495700;73435495799;Эквант;Ekvant;
73435495800;73435495999;Ростелеком;Rostelekom;
73435496000;73435498999;ЕВРАЗ Нижнетагильский металлургический комбинат;EVRAZ Nizhnetagilskii metallurgicheskii kombinat;
73435499000;73435499099;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435499100;73435499199;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435499200;73435499249;Вымпел-Коммуникации;Vympel-Kommunikatsii;
73435499250;73435499349;ИНСИС;INSIS;
73435499350;73435499399;Вымпел-Коммуникации;Vympel-Kommunikatsii;
